,date,pred,actual,predicted_yield,actual_yield
4,2024-02-29,0.1464666873216629,0.00785346484459224,6822914.524579704,365841.0
5,2024-03-07,0.16440974175930023,0.05740666608448488,7658762.791353285,2674197.0
6,2024-03-14,0.18414290249347687,0.12114803672072971,8578000.2742998,5643486.0
7,2024-03-21,0.2118741273880005,0.25513221580190776,9869814.683276653,11884923.0
8,2024-03-28,0.22293707728385925,0.2445263964055169,10385164.370700002,11390868.0
9,2024-04-04,0.2900114357471466,0.316279271056884,13509715.2358464,14733360.0
10,2024-04-11,0.3128301501274109,0.4166899796983422,14572688.26148343,19410831.0
