Date,Volume (Pounds),Cumulative Volumne (Pounds),Pounds/Acre
2020-04-21,6000453.0,82226808.0,412.0
2020-04-22,4285170.0,86511978.0,294.0
2020-04-23,4977099.0,91489077.0,342.0
2020-04-24,5890482.0,97379559.0,404.0
2020-04-25,4912380.0,102291939.0,337.0
2020-04-26,472653.0,102764592.0,32.0
2020-04-27,7256043.0,110020635.0,498.0
2020-04-28,7333236.0,117353871.0,503.0
2020-04-29,5980212.0,123334083.0,410.0
2020-04-30,6050520.0,129384603.0,415.0
2020-05-01,6563637.0,135948240.0,450.0
2020-05-02,5926824.0,141875064.0,407.0
2020-05-03,326889.0,142201953.0,22.0
2020-05-04,8090244.0,150292197.0,555.0
2020-05-05,7974225.0,158266422.0,547.0
2020-05-06,6891579.0,165158001.0,473.0
2020-05-07,6308064.0,171466065.0,433.0
2020-05-08,6530616.0,177996681.0,448.0
2020-05-09,6325857.0,184322538.0,434.0
2020-05-10,607104.0,184929642.0,42.0
2020-05-11,7292916.0,192222558.0,500.0
2020-05-12,7076115.0,199298673.0,486.0
2020-05-13,6592545.0,205891218.0,452.0
2020-05-14,6320592.0,212211810.0,434.0
2020-05-15,6092523.0,218304333.0,418.0
2020-05-16,6667398.0,224971731.0,457.0
2020-05-17,370449.0,225342180.0,25.0
2020-05-18,7678557.0,233020737.0,527.0
2020-05-19,8124543.0,241145280.0,557.0
2020-05-20,6912054.0,248057334.0,474.0
2020-05-21,5729472.0,253786806.0,393.0
2020-05-22,5873742.0,259660548.0,403.0
2020-05-23,5630067.0,265290615.0,386.0
2020-05-24,147474.0,265438089.0,10.0
2020-05-25,6885990.0,272324079.0,472.0
2020-05-26,6551091.0,278875170.0,450.0
2020-05-27,6198264.0,285073434.0,425.0
2020-05-28,5264919.0,290338353.0,361.0
2020-05-29,5562936.0,295901289.0,382.0
2020-05-30,4676184.0,300577473.0,321.0
2020-05-31,236124.0,300813597.0,16.0
2020-06-01,6281631.0,307095228.0,431.0
2020-06-02,5630076.0,312725304.0,386.0
2020-06-03,5055759.0,317781063.0,347.0
2020-06-04,4446810.0,322227873.0,305.0
2020-06-05,4705650.0,326933523.0,323.0
2020-06-06,3984795.0,330918318.0,273.0
2020-06-07,184383.0,331102701.0,13.0
2020-06-08,4305870.0,335408571.0,295.0
2020-06-09,4026852.0,339435423.0,276.0
2020-06-10,3659157.0,343094580.0,251.0
2020-06-11,3240153.0,346334733.0,222.0
2020-06-12,3158874.0,349493607.0,217.0
2020-06-13,2788353.0,352281960.0,191.0
2020-06-14,246501.0,352528461.0,17.0
2020-06-15,3605004.0,356133465.0,247.0
2020-06-16,3517830.0,359651295.0,241.0
2020-06-17,3092229.0,362743524.0,212.0
2020-06-18,2906046.0,365649570.0,199.0
2020-06-19,2645415.0,368294985.0,182.0
2020-06-20,2435193.0,370730178.0,167.0
2020-06-21,83088.0,370813266.0,6.0
2020-06-22,3183894.0,373997160.0,218.0
2020-06-23,3121191.0,377118351.0,214.0
2020-06-24,2698299.0,379816650.0,185.0
2020-06-25,2291607.0,382108257.0,157.0
2020-06-26,2567439.0,384675696.0,176.0
2020-06-27,2270376.0,386946072.0,156.0
2020-06-28,158904.0,387104976.0,11.0
2020-06-29,3078531.0,390183507.0,211.0
2020-06-30,2901006.0,393084513.0,199.0
2020-07-01,2492100.0,395576613.0,171.0
2020-07-02,2176317.0,397752930.0,149.0
2020-07-03,2309364.0,400062294.0,158.0
2020-07-04,1966041.0,402028335.0,135.0
2020-07-05,136998.0,402165333.0,9.0
2020-07-06,3029031.0,405194364.0,208.0
2020-07-07,2907945.0,408102309.0,200.0
2020-07-08,2465343.0,410567652.0,169.0
2020-07-09,2230398.0,412798050.0,153.0
2020-07-10,2389005.0,415187055.0,164.0
2020-07-11,2240514.0,417427569.0,154.0
2020-07-12,30474.0,417458043.0,2.0
2020-07-13,3274821.0,420732864.0,225.0
2020-07-14,3047193.0,423780057.0,209.0
2020-07-15,2683413.0,426463470.0,184.0
2020-07-16,2321433.0,428784903.0,159.0
2020-07-17,2538216.0,431323119.0,174.0
2020-07-18,2315070.0,433638189.0,159.0
2020-07-19,166392.0,433804581.0,11.0
2020-07-20,3198150.0,437002731.0,219.0
2020-07-21,3081618.0,440084349.0,211.0
2020-07-22,2810808.0,442895157.0,193.0
2020-07-23,2400381.0,445295538.0,165.0
2020-07-24,2607075.0,447902613.0,179.0
2020-07-25,2303847.0,450206460.0,158.0
2020-07-26,74169.0,450280629.0,5.0
2020-07-27,3270708.0,453551337.0,224.0
2020-07-28,3571605.0,457122942.0,245.0
2020-07-29,2892006.0,460014948.0,198.0
2020-07-30,2654217.0,462669165.0,182.0
2020-07-31,2558052.0,465227217.0,176.0
2020-08-01,2496879.0,467724096.0,171.0
2020-08-02,67356.0,467791452.0,5.0
2020-08-03,3302982.0,471094434.0,227.0
2020-08-04,3335670.0,474430104.0,229.0
2020-08-05,3027717.0,477457821.0,208.0
2020-08-06,2767995.0,480225816.0,190.0
2020-08-07,2512179.0,482737995.0,172.0
2020-08-08,2577537.0,485315532.0,177.0
2020-08-09,151812.0,485467344.0,10.0
2020-08-10,3294099.0,488761443.0,226.0
2020-08-11,3273372.0,492034815.0,225.0
2020-08-12,2733426.0,494768241.0,188.0
2020-08-13,2643858.0,497412099.0,181.0
2020-08-14,2336724.0,499748823.0,160.0
2020-08-15,1760049.0,501508872.0,121.0
2020-08-16,695781.0,502204653.0,48.0
2020-08-17,2750229.0,504954882.0,189.0
2020-08-18,2405358.0,507360240.0,165.0
2020-08-19,2525184.0,509885424.0,173.0
2020-08-20,2152917.0,512038341.0,148.0
2020-08-21,1775187.0,513813528.0,122.0
2020-08-22,1987488.0,515801016.0,136.0
2020-08-23,423432.0,516224448.0,29.0
2020-08-24,2309346.0,518533794.0,158.0
2020-08-25,2295351.0,520829145.0,157.0
2020-08-26,2128005.0,522957150.0,146.0
2020-08-27,2038500.0,524995650.0,140.0
2020-08-28,2338200.0,527333850.0,160.0
2020-08-29,1805265.0,529139115.0,124.0
2020-08-30,232425.0,529371540.0,16.0
2020-08-31,3038346.0,532409886.0,208.0
2020-09-01,2806605.0,535216491.0,193.0
2020-09-02,2594502.0,537810993.0,178.0
2020-09-03,2501091.0,540312084.0,172.0
2020-09-04,2256984.0,542569068.0,155.0
2020-09-05,1989216.0,544558284.0,136.0
2020-09-06,225036.0,544783320.0,15.0
2020-09-07,2902338.0,547685658.0,199.0
2020-09-08,2723796.0,550409454.0,187.0
2020-09-09,1986921.0,552396375.0,136.0
2020-09-10,1993860.0,554390235.0,137.0
2020-09-11,1676007.0,556066242.0,115.0
2020-09-12,1355346.0,557421588.0,93.0
2020-09-13,142137.0,557563725.0,10.0
2020-09-14,2554893.0,560118618.0,175.0
2020-09-15,2442042.0,562560660.0,168.0
2020-09-16,1962099.0,564522759.0,135.0
2020-09-17,1908360.0,566431119.0,131.0
2020-09-18,2036700.0,568467819.0,140.0
2020-09-19,1817676.0,570285495.0,125.0
2020-09-20,133209.0,570418704.0,9.0
2020-09-21,3047202.0,573465906.0,209.0
2020-09-22,3140577.0,576606483.0,215.0
2020-09-23,2505807.0,579112290.0,172.0
2020-09-24,2133666.0,581245956.0,146.0
2020-09-25,2503809.0,583749765.0,172.0
2020-09-26,2237175.0,585986940.0,154.0
2020-09-27,124740.0,586111680.0,9.0
2020-09-28,3343194.0,589454874.0,229.0
2020-09-29,3620394.0,593075268.0,248.0
2020-09-30,3238578.0,596313846.0,222.0
2020-10-01,2758221.0,599072067.0,189.0
2020-10-02,2718558.0,601790625.0,187.0
2020-10-03,2334987.0,604125612.0,160.0
2020-10-04,267093.0,604392705.0,18.0
2020-10-05,3439251.0,607831956.0,236.0
2020-10-06,3270024.0,611101980.0,224.0
2020-10-07,2540673.0,613642653.0,174.0
2020-10-08,2331342.0,615973995.0,160.0
2020-10-09,2182203.0,618156198.0,150.0
2020-10-10,1763181.0,619919379.0,121.0
2020-10-11,767898.0,620687277.0,53.0
2020-10-12,2577015.0,623264292.0,177.0
2020-10-13,2819844.0,626084136.0,193.0
2020-10-14,2270826.0,628354962.0,156.0
2020-10-15,2308986.0,630663948.0,158.0
2020-10-16,2086380.0,632750328.0,143.0
2020-10-17,1723086.0,634473414.0,118.0
2020-10-18,199773.0,634673187.0,14.0
2020-10-19,2306385.0,636979572.0,158.0
2020-10-20,2290365.0,639269937.0,157.0
2020-10-21,1973718.0,641243655.0,135.0
2020-10-22,1798587.0,643042242.0,123.0
2020-10-23,2078595.0,645120837.0,143.0
2020-10-24,1510713.0,646631550.0,104.0
2020-10-25,124875.0,646756425.0,9.0
2020-10-26,1873602.0,648630027.0,129.0
2020-10-27,1884960.0,650514987.0,129.0
2020-10-28,1559781.0,652074768.0,107.0
2020-10-29,1146636.0,653221404.0,79.0
2020-10-30,3002679.0,656224083.0,206.0
2020-10-31,1324368.0,657548451.0,91.0
2020-11-01,71028.0,657619479.0,5.0
2020-11-02,1684350.0,659303829.0,116.0
2020-11-03,1718244.0,661022073.0,118.0
2020-11-04,1565181.0,662587254.0,107.0
2020-11-05,1106829.0,663694083.0,76.0
2020-11-06,1264293.0,664958376.0,87.0
2020-11-07,602613.0,665560989.0,41.0
2020-11-08,236700.0,665797689.0,16.0
2020-11-09,1391562.0,667189251.0,95.0
2020-11-10,1238661.0,668427912.0,85.0
2020-11-11,977733.0,669405645.0,67.0
2020-11-12,673290.0,670078935.0,46.0
2020-11-13,814023.0,670892958.0,56.0
2020-11-14,563301.0,671456259.0,39.0
2020-11-15,19440.0,671475699.0,1.0
2020-11-16,1539144.0,673014843.0,106.0
2020-11-17,2060226.0,675075069.0,141.0
2020-11-18,1289529.0,676364598.0,88.0
2020-11-19,1277163.0,677641761.0,88.0
2020-11-20,1620639.0,679262400.0,111.0
2020-11-21,1237482.0,680499882.0,85.0
2020-11-22,109206.0,680609088.0,7.0
2020-11-23,2075166.0,682684254.0,142.0
2020-11-24,1646883.0,684331137.0,113.0
2020-11-25,1251378.0,685582515.0,86.0
2020-11-27,1070991.0,686653506.0,73.0
2020-11-28,906831.0,687560337.0,62.0
2020-11-29,30024.0,687590361.0,2.0
2020-11-30,1184679.0,688775040.0,81.0
2020-12-01,688320.0,689463360.0,47.0
2020-12-02,895608.0,690358968.0,61.0
2020-12-03,671778.0,691030746.0,46.0
2020-12-04,814374.0,691845120.0,56.0
2020-12-05,441621.0,692286741.0,30.0
2020-12-06,144837.0,692431578.0,10.0
2020-12-07,1070856.0,693502434.0,73.0
2020-12-08,893502.0,694395936.0,61.0
2020-12-09,868644.0,695264580.0,60.0
2020-12-10,719874.0,695984454.0,49.0
2020-12-11,961560.0,696946014.0,66.0
2020-12-12,559422.0,697505436.0,38.0
2020-12-13,295272.0,697800708.0,20.0
2020-12-14,861480.0,698662188.0,59.0
2020-12-15,717876.0,699380064.0,49.0
2020-12-16,673560.0,700053624.0,46.0
2020-12-17,491553.0,700545177.0,34.0
2020-12-18,347346.0,700892523.0,24.0
2020-12-19,259587.0,701152110.0,18.0
2020-12-20,972.0,701153082.0,
2020-12-21,364212.0,701517294.0,25.0
2020-12-22,314307.0,701831601.0,22.0
2020-12-23,305289.0,702136890.0,21.0
2020-12-24,104247.0,702241137.0,7.0
2020-12-25,4140.0,702245277.0,
2020-12-26,194517.0,702439794.0,13.0
2020-12-28,86679.0,702526473.0,6.0
2020-12-29,284085.0,702810558.0,19.0
2020-12-30,260973.0,703071531.0,18.0
2020-12-31,147375.0,703218906.0,10.0
2021-01-02,131220.0,131220.0,8.0
2021-01-03,49752.0,180972.0,3.0
2021-01-04,187794.0,368766.0,12.0
2021-01-05,304056.0,672822.0,19.0
2021-01-06,274869.0,947691.0,18.0
2021-01-07,178011.0,1125702.0,11.0
2021-01-08,137736.0,1263438.0,9.0
2021-01-09,46692.0,1310130.0,3.0
2021-01-11,223632.0,1533762.0,14.0
2021-01-12,223047.0,1756809.0,14.0
2021-01-13,193842.0,1950651.0,12.0
2021-01-14,147411.0,2098062.0,9.0
2021-01-15,176175.0,2274237.0,11.0
2021-01-16,112248.0,2386485.0,7.0
2021-01-18,286929.0,2673414.0,18.0
2021-01-19,374085.0,3047499.0,24.0
2021-01-20,378612.0,3426111.0,24.0
2021-01-21,161748.0,3587859.0,10.0
2021-01-22,237510.0,3825369.0,15.0
2021-01-23,171414.0,3996783.0,11.0
2021-01-25,225306.0,4222089.0,14.0
2021-01-26,171063.0,4393152.0,11.0
2021-01-27,63756.0,4456908.0,4.0
2021-01-28,15795.0,4472703.0,1.0
2021-01-29,86913.0,4559616.0,6.0
2021-01-30,100314.0,4659930.0,6.0
2021-02-01,120060.0,4779990.0,8.0
2021-02-02,86769.0,4866759.0,6.0
2021-02-03,42813.0,4909572.0,3.0
2021-02-04,35577.0,4945149.0,2.0
2021-02-05,123732.0,5068881.0,8.0
2021-02-06,92124.0,5161005.0,6.0
2021-02-08,165132.0,5326137.0,11.0
2021-02-09,288315.0,5614452.0,18.0
2021-02-10,142578.0,5757030.0,9.0
2021-02-11,146025.0,5903055.0,9.0
2021-02-12,269964.0,6173019.0,17.0
2021-02-13,163098.0,6336117.0,10.0
2021-02-15,321210.0,6657327.0,21.0
2021-02-16,325440.0,6982767.0,21.0
2021-02-17,222183.0,7204950.0,14.0
2021-02-18,287703.0,7492653.0,18.0
2021-02-19,286848.0,7779501.0,18.0
2021-02-20,92178.0,7871679.0,6.0
2021-02-21,51894.0,7923573.0,3.0
2021-02-22,518265.0,8441838.0,33.0
2021-02-23,534222.0,8976060.0,34.0
2021-02-24,352584.0,9328644.0,23.0
2021-02-25,510660.0,9839304.0,33.0
2021-02-26,657162.0,10496466.0,42.0
2021-02-27,325251.0,10821717.0,21.0
2021-03-01,880470.0,11702187.0,56.0
2021-03-02,855900.0,12558087.0,55.0
2021-03-03,665964.0,13224051.0,43.0
2021-03-04,556344.0,13780395.0,36.0
2021-03-05,684522.0,14464917.0,44.0
2021-03-06,302031.0,14766948.0,19.0
2021-03-08,1063629.0,15830577.0,68.0
2021-03-09,925560.0,16756137.0,59.0
2021-03-10,364869.0,17121006.0,23.0
2021-03-11,299007.0,17420013.0,19.0
2021-03-12,641898.0,18061911.0,41.0
2021-03-13,243216.0,18305127.0,16.0
2021-03-14,5697.0,18310824.0,
2021-03-15,719487.0,19030311.0,46.0
2021-03-16,606825.0,19637136.0,39.0
2021-03-17,360333.0,19997469.0,23.0
2021-03-18,527859.0,20525328.0,34.0
2021-03-19,673893.0,21199221.0,43.0
2021-03-20,507078.0,21706299.0,32.0
2021-03-22,1452708.0,23159007.0,93.0
2021-03-23,1407510.0,24566517.0,90.0
2021-03-24,712215.0,25278732.0,46.0
2021-03-25,998955.0,26277687.0,64.0
2021-03-26,1327068.0,27604755.0,85.0
2021-03-27,919395.0,28524150.0,59.0
2021-03-29,1929411.0,30453561.0,124.0
2021-03-30,1961253.0,32414814.0,126.0
2021-03-31,911070.0,33325884.0,58.0
2021-04-01,1577394.0,34903278.0,101.0
2021-04-02,1784070.0,36687348.0,114.0
2021-04-03,1168254.0,37855602.0,75.0
2021-04-04,30141.0,37885743.0,2.0
2021-04-05,2861046.0,40746789.0,183.0
2021-04-06,2841570.0,43588359.0,182.0
2021-04-07,1432188.0,45020547.0,92.0
2021-04-08,2343546.0,47364093.0,150.0
2021-04-09,2512467.0,49876560.0,161.0
2021-04-10,1121589.0,50998149.0,72.0
2021-04-12,3928914.0,54927063.0,252.0
2021-04-13,3712347.0,58639410.0,238.0
2021-04-14,1632753.0,60272163.0,105.0
2021-04-15,2788776.0,63060939.0,179.0
2021-04-16,3133512.0,66194451.0,201.0
2021-04-17,2138751.0,68333202.0,137.0
2021-04-18,35100.0,68368302.0,2.0
2021-04-19,4187718.0,72556020.0,268.0
2021-04-20,4336353.0,76892373.0,278.0
2021-04-21,2508453.0,79400826.0,161.0
2021-04-22,3195729.0,82596555.0,205.0
2021-04-23,3480435.0,86076990.0,223.0
2021-04-24,2146878.0,88223868.0,138.0
2021-04-25,283320.0,88507188.0,18.0
2021-04-26,4683348.0,93190536.0,300.0
2021-04-27,4214187.0,97404723.0,270.0
2021-04-28,3362031.0,100766754.0,215.0
2021-04-29,4398939.0,105165693.0,282.0
2021-04-30,5116770.0,110282463.0,328.0
2021-05-01,3585132.0,113867595.0,230.0
2021-05-02,89280.0,113956875.0,6.0
2021-05-03,6674787.0,120631662.0,428.0
2021-05-04,7011486.0,127643148.0,449.0
2021-05-05,4679649.0,132322797.0,300.0
2021-05-06,5281983.0,137604780.0,338.0
2021-05-07,5614812.0,143219592.0,360.0
2021-05-08,4583997.0,147803589.0,294.0
2021-05-09,143343.0,147946932.0,9.0
2021-05-10,7657389.0,155604321.0,491.0
2021-05-11,7970175.0,163574496.0,511.0
2021-05-12,5767596.0,169342092.0,370.0
2021-05-13,6039891.0,175381983.0,387.0
2021-05-14,6467337.0,181849320.0,414.0
2021-05-15,5304024.0,187153344.0,340.0
2021-05-16,81000.0,187234344.0,5.0
2021-05-17,7857459.0,195091803.0,503.0
2021-05-18,7042941.0,202134744.0,451.0
2021-05-19,4999230.0,207133974.0,320.0
2021-05-20,5337252.0,212471226.0,342.0
2021-05-21,5245911.0,217717137.0,336.0
2021-05-22,4702041.0,222419178.0,301.0
2021-05-24,7001046.0,229420224.0,449.0
2021-05-25,7149960.0,236570184.0,458.0
2021-05-26,5355756.0,241925940.0,343.0
2021-05-27,5187915.0,247113855.0,332.0
2021-05-28,5765949.0,252879804.0,369.0
2021-05-29,5043474.0,257923278.0,323.0
2021-05-30,153819.0,258077097.0,10.0
2021-05-31,6794136.0,264871233.0,435.0
2021-06-01,6717150.0,271588383.0,430.0
2021-06-02,5702895.0,277291278.0,365.0
2021-06-03,4860774.0,282152052.0,311.0
2021-06-04,5705010.0,287857062.0,365.0
2021-06-05,5206635.0,293063697.0,334.0
2021-06-06,121176.0,293184873.0,8.0
2021-06-07,7152588.0,300337461.0,458.0
2021-06-08,6548193.0,306885654.0,420.0
2021-06-09,4943367.0,311829021.0,317.0
2021-06-10,4229199.0,316058220.0,271.0
2021-06-11,4587282.0,320645502.0,294.0
2021-06-12,3939723.0,324585225.0,252.0
2021-06-13,253089.0,324838314.0,16.0
2021-06-14,5613300.0,330451614.0,360.0
2021-06-15,5654682.0,336106296.0,362.0
2021-06-16,4466835.0,340573131.0,286.0
2021-06-17,3695895.0,344269026.0,237.0
2021-06-18,3996927.0,348265953.0,256.0
2021-06-19,3447954.0,351713907.0,221.0
2021-06-20,69489.0,351783396.0,4.0
2021-06-21,4424229.0,356207625.0,283.0
2021-06-22,4600539.0,360808164.0,295.0
2021-06-23,4278978.0,365087142.0,274.0
2021-06-24,3772746.0,368859888.0,242.0
2021-06-25,4053213.0,372913101.0,260.0
2021-06-26,3483504.0,376396605.0,223.0
2021-06-27,165654.0,376562259.0,11.0
2021-06-28,4350438.0,380912697.0,279.0
2021-06-29,3938427.0,384851124.0,252.0
2021-06-30,3356649.0,388207773.0,215.0
2021-07-01,2807991.0,391015764.0,180.0
2021-07-02,3022695.0,394038459.0,194.0
2021-07-03,2355012.0,396393471.0,151.0
2021-07-04,10656.0,396404127.0,1.0
2021-07-05,3435795.0,399839922.0,220.0
2021-07-06,3414231.0,403254153.0,219.0
2021-07-07,2765457.0,406019610.0,177.0
2021-07-08,2612619.0,408632229.0,167.0
2021-07-09,2642706.0,411274935.0,169.0
2021-07-10,2291490.0,413566425.0,147.0
2021-07-11,56502.0,413622927.0,4.0
2021-07-12,3402909.0,417025836.0,218.0
2021-07-13,3478581.0,420504417.0,223.0
2021-07-14,2949975.0,423454392.0,189.0
2021-07-15,2389014.0,425843406.0,153.0
2021-07-16,2579967.0,428423373.0,165.0
2021-07-17,2088495.0,430511868.0,134.0
2021-07-18,67104.0,430578972.0,4.0
2021-07-19,3082626.0,433661598.0,197.0
2021-07-20,3171132.0,436832730.0,203.0
2021-07-21,2687715.0,439520445.0,172.0
2021-07-22,2293713.0,441814158.0,147.0
2021-07-23,2324700.0,444138858.0,149.0
2021-07-24,2036295.0,446175153.0,130.0
2021-07-25,51741.0,446226894.0,3.0
2021-07-26,2788659.0,449015553.0,179.0
2021-07-27,2843271.0,451858824.0,182.0
2021-07-28,2503827.0,454362651.0,160.0
2021-07-29,2074203.0,456436854.0,133.0
2021-07-30,2284236.0,458721090.0,146.0
2021-07-31,1788966.0,460510056.0,115.0
2021-08-01,41148.0,460551204.0,3.0
2021-08-02,2537793.0,463088997.0,163.0
2021-08-03,2751183.0,465840180.0,176.0
2021-08-04,2251422.0,468091602.0,144.0
2021-08-05,2048868.0,470140470.0,131.0
2021-08-06,2104992.0,472245462.0,135.0
2021-08-07,1862595.0,474108057.0,119.0
2021-08-08,39744.0,474147801.0,3.0
2021-08-09,2616894.0,476764695.0,168.0
2021-08-10,2678499.0,479443194.0,172.0
2021-08-11,2514042.0,481957236.0,161.0
2021-08-12,1970748.0,483927984.0,126.0
2021-08-13,2160099.0,486088083.0,138.0
2021-08-14,1851633.0,487939716.0,119.0
2021-08-15,98550.0,488038266.0,6.0
2021-08-16,2758275.0,490796541.0,177.0
2021-08-17,2779218.0,493575759.0,178.0
2021-08-18,2429352.0,496005111.0,156.0
2021-08-19,1990170.0,497995281.0,128.0
2021-08-20,2121750.0,500117031.0,136.0
2021-08-21,417861.0,500534892.0,27.0
2021-08-22,94797.0,500629689.0,6.0
2021-08-23,2569086.0,503198775.0,165.0
2021-08-24,2448999.0,505647774.0,157.0
2021-08-25,2270538.0,507918312.0,145.0
2021-08-26,2127222.0,510045534.0,136.0
2021-08-27,2181735.0,512227269.0,140.0
2021-08-28,2127888.0,514355157.0,136.0
2021-08-29,81252.0,514436409.0,5.0
2021-08-30,3144168.0,517580577.0,201.0
2021-08-31,3230820.0,520811397.0,207.0
2021-09-01,2804148.0,523615545.0,180.0
2021-09-02,2508777.0,526124322.0,161.0
2021-09-03,2687634.0,528811956.0,172.0
2021-09-04,2190465.0,531002421.0,140.0
2021-09-05,35847.0,531038268.0,2.0
2021-09-06,3330090.0,534368358.0,213.0
2021-09-07,3348378.0,537716736.0,215.0
2021-09-08,2936313.0,540653049.0,188.0
2021-09-09,2954088.0,543607137.0,189.0
2021-09-10,2971791.0,546578928.0,190.0
2021-09-11,2533113.0,549112041.0,162.0
2021-09-12,55089.0,549167130.0,4.0
2021-09-13,3736242.0,552903372.0,239.0
2021-09-14,3706101.0,556609473.0,237.0
2021-09-15,2939481.0,559548954.0,188.0
2021-09-16,2832975.0,562381929.0,181.0
2021-09-17,2756673.0,565138602.0,177.0
2021-09-18,2127456.0,567266058.0,136.0
2021-09-19,18000.0,567284058.0,1.0
2021-09-20,3371328.0,570655386.0,216.0
2021-09-21,3548430.0,574203816.0,227.0
2021-09-22,2841282.0,577045098.0,182.0
2021-09-23,3012795.0,580057893.0,193.0
2021-09-24,3104928.0,583162821.0,199.0
2021-09-25,2325789.0,585488610.0,149.0
2021-09-26,36702.0,585525312.0,2.0
2021-09-27,2972061.0,588497373.0,190.0
2021-09-28,3329991.0,591827364.0,213.0
2021-09-29,2672766.0,594500130.0,171.0
2021-09-30,2623194.0,597123324.0,168.0
2021-10-01,2499093.0,599622417.0,160.0
2021-10-02,2102706.0,601725123.0,135.0
2021-10-03,6768.0,601731891.0,
2021-10-04,3196863.0,604928754.0,205.0
2021-10-05,3369672.0,608298426.0,216.0
2021-10-06,2641032.0,610939458.0,169.0
2021-10-07,2883150.0,613822608.0,185.0
2021-10-08,2750814.0,616573422.0,176.0
2021-10-09,1958949.0,618532371.0,126.0
2021-10-10,32976.0,618565347.0,2.0
2021-10-11,2839050.0,621404397.0,182.0
2021-10-12,3142431.0,624546828.0,201.0
2021-10-13,2096577.0,626643405.0,134.0
2021-10-14,2045115.0,628688520.0,131.0
2021-10-15,2394045.0,631082565.0,153.0
2021-10-16,1964790.0,633047355.0,126.0
2021-10-18,2943351.0,635990706.0,189.0
2021-10-19,3035970.0,639026676.0,195.0
2021-10-20,2304720.0,641331396.0,148.0
2021-10-21,2223324.0,643554720.0,142.0
2021-10-22,2424726.0,645979446.0,155.0
2021-10-23,2251260.0,648230706.0,144.0
2021-10-24,813285.0,649043991.0,52.0
2021-10-25,257994.0,649301985.0,17.0
2021-10-26,1650555.0,650952540.0,106.0
2021-10-27,1502064.0,652454604.0,96.0
2021-10-28,1468854.0,653923458.0,94.0
2021-10-29,1632258.0,655555716.0,105.0
2021-10-30,1476153.0,657031869.0,95.0
2021-10-31,21960.0,657053829.0,1.0
2021-11-01,2083509.0,659137338.0,133.0
2021-11-02,2083509.0,661220847.0,133.0
2021-11-03,1733787.0,662954634.0,111.0
2021-11-04,1813824.0,664768458.0,116.0
2021-11-05,1587798.0,666356256.0,102.0
2021-11-06,1399968.0,667756224.0,90.0
2021-11-07,53325.0,667809549.0,3.0
2021-11-08,2158605.0,669968154.0,138.0
2021-11-09,849249.0,670817403.0,54.0
2021-11-10,1269513.0,672086916.0,81.0
2021-11-11,1541349.0,673628265.0,99.0
2021-11-12,1489338.0,675117603.0,95.0
2021-11-13,949707.0,676067310.0,61.0
2021-11-14,10800.0,676078110.0,1.0
2021-11-15,1932588.0,678010698.0,124.0
2021-11-16,1738764.0,679749462.0,111.0
2021-11-17,1600659.0,681350121.0,103.0
2021-11-18,1188207.0,682538328.0,76.0
2021-11-19,1250865.0,683789193.0,80.0
2021-11-20,812322.0,684601515.0,52.0
2021-11-22,1700244.0,686301759.0,109.0
2021-11-23,1709370.0,688011129.0,110.0
2021-11-24,1318725.0,689329854.0,84.0
2021-11-25,97929.0,689427783.0,6.0
2021-11-26,1129617.0,690557400.0,72.0
2021-11-27,1090899.0,691648299.0,70.0
2021-11-29,1527201.0,693175500.0,98.0
2021-11-30,1403649.0,694579149.0,90.0
2021-12-01,1022958.0,695602107.0,66.0
2021-12-02,988596.0,696590703.0,63.0
2021-12-03,1027008.0,697617711.0,66.0
2021-12-04,624375.0,698242086.0,40.0
2021-12-06,1388790.0,699630876.0,89.0
2021-12-07,1316619.0,700947495.0,84.0
2021-12-08,1072989.0,702020484.0,69.0
2021-12-09,414009.0,702434493.0,27.0
2021-12-10,712665.0,703147158.0,46.0
2021-12-11,798093.0,703945251.0,51.0
2021-12-12,268839.0,704214090.0,17.0
2021-12-13,423981.0,704638071.0,27.0
2021-12-14,113535.0,704751606.0,7.0
2021-12-15,113697.0,704865303.0,7.0
2021-12-16,45450.0,704910753.0,3.0
2021-12-17,256698.0,705167451.0,16.0
2021-12-18,64566.0,705232017.0,4.0
2021-12-20,209898.0,705441915.0,13.0
2021-12-21,196047.0,705637962.0,13.0
2021-12-22,155556.0,705793518.0,10.0
2021-12-23,53055.0,705846573.0,3.0
2021-12-25,31644.0,705878217.0,2.0
2021-12-27,109980.0,705988197.0,7.0
2021-12-28,150957.0,706139154.0,10.0
2021-12-29,9333.0,706148487.0,1.0
2021-12-30,98667.0,706247154.0,6.0
2021-12-31,76635.0,706323789.0,5.0
2022-01-01,24507.0,24507.0,1.0
2022-01-03,58590.0,83097.0,3.0
2022-01-04,72018.0,155115.0,4.0
2022-01-05,67356.0,222471.0,4.0
2022-01-06,123579.0,346050.0,7.0
2022-01-07,100404.0,446454.0,6.0
2022-01-08,18927.0,465381.0,1.0
2022-01-10,106848.0,572229.0,6.0
2022-01-11,131940.0,704169.0,8.0
2022-01-12,130392.0,834561.0,8.0
2022-01-13,184410.0,1018971.0,11.0
2022-01-14,209844.0,1228815.0,12.0
2022-01-15,58023.0,1286838.0,3.0
2022-01-17,150426.0,1437264.0,9.0
2022-01-18,132363.0,1569627.0,8.0
2022-01-19,68940.0,1638567.0,4.0
2022-01-20,163098.0,1801665.0,9.0
2022-01-21,124848.0,1926513.0,7.0
2022-01-22,39960.0,1966473.0,2.0
